Nr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66
Kod stacji,DsJelGorOgin,DsLegAlRzecz,DsWalbrzWyso,DsWrocWybCon,DsZgorBohGet,KpBydPlPozna,KpNaklWawrzy,KpSwiecJPawlMOB,KpToruKaszow,KpWloclOkrze,LbBiaPodOrze,LbLubObywate,LbZamoHrubie,LdLodzGdansk,LdLodzJanPaw,LdRadomsRoln,LuGorzKosGdy,LuMiedzyrMOB,LuWsKaziWiel,LuZarySzyman,LuZielKrotka,MpKrakAlKras,MpKrakBujaka,MpKrakBulwar,MpNoSaczNadb,MpOswiecBema,MpSkawOsOgro,MpTarRoSitko,MzBialaKmiciMOB,MzOtwoBrzozo,MzPlocKroJad,MzPlocMiReja,MzRadTochter,MzWarAlNiepo,OpKKozBSmial,OpKrap3Maja,OpOpoleOsAKr,OpZdziePiast,PdBialAlPils,PkMielBierna,PkPrzemGrunw,PkRzeszRejta,PmGdaLeczkow,PmKosTargowa,PmSlupKniazi,SkKielTargow,SkKielWarsz1,SkStaraZlota,SlBielKossak,SlCzerKopaln,SlCzestoBacz,SlDabroTysia,SlGliwicMewy,SlGoczaUzdroMOB,SlLublSzymal,SlRybniBorki,SlZlotPotLes,SlZywieKoper,WmElbBazynsk,WmElkStadion,WmOlsPuszkin,WpKaliSawick,WpKoniWyszyn,WpKozieosLes,ZpSzczecPrze,ZpSzczPilsud
Wskaźnik,C6H6,C6H6,C6H6,C6H6,C6H6,C6H6,C6H6,C6H6,C6H6,C6H6,C6H6,C6H6,C6H6,C6H6,C6H6,C6H6,C6H6,C6H6,C6H6,C6H6,C6H6,C6H6,C6H6,C6H6,C6H6,C6H6,C6H6,C6H6,C6H6,C6H6,C6H6,C6H6,C6H6,C6H6,C6H6,C6H6,C6H6,C6H6,C6H6,C6H6,C6H6,C6H6,C6H6,C6H6,C6H6,C6H6,C6H6,C6H6,C6H6,C6H6,C6H6,C6H6,C6H6,C6H6,C6H6,C6H6,C6H6,C6H6,C6H6,C6H6,C6H6,C6H6,C6H6,C6H6,C6H6,C6H6
Czas uśredniania,1g,1g,1g,1g,1g,1g,1g,1g,1g,1g,1g,1g,1g,1g,1g,1g,1g,1g,1g,1g,1g,1g,1g,1g,1g,1g,1g,1g,1g,1g,1g,1g,1g,1g,1g,1g,1g,1g,1g,1g,1g,1g,1g,1g,1g,1g,1g,1g,1g,1g,1g,1g,1g,1g,1g,1g,1g,1g,1g,1g,1g,1g,1g,1g,1g,1g
Jednostka,ug/m3,ug/m3,ug/m3,ug/m3,ug/m3,ug/m3,ug/m3,ug/m3,ug/m3,ug/m3,ug/m3,ug/m3,ug/m3,ug/m3,ug/m3,ug/m3,ug/m3,ug/m3,ug/m3,ug/m3,ug/m3,ug/m3,ug/m3,ug/m3,ug/m3,ug/m3,ug/m3,ug/m3,ug/m3,ug/m3,ug/m3,ug/m3,ug/m3,ug/m3,ug/m3,ug/m3,ug/m3,ug/m3,ug/m3,ug/m3,ug/m3,ug/m3,ug/m3,ug/m3,ug/m3,ug/m3,ug/m3,ug/m3,ug/m3,ug/m3,ug/m3,ug/m3,ug/m3,ug/m3,ug/m3,ug/m3,ug/m3,ug/m3,ug/m3,ug/m3,ug/m3,ug/m3,ug/m3,ug/m3,ug/m3,ug/m3
Kod stanowiska,DsJelGorOgin-C6H6-1g,DsLegAlRzecz-C6H6-1g,DsWalbrzWyso-C6H6-1g,DsWrocWybCon-C6H6-1g,DsZgorBohGet-C6H6-1g,KpBydPlPozna-C6H6-1g,KpNaklWawrzy-C6H6-1g,KpSwiecJPawlMOB-C6H6-1g,KpToruKaszow-C6H6-1g,KpWloclOkrze-C6H6-1g,LbBiaPodOrze-C6H6-1g,LbLubObywate-C6H6-1g,LbZamoHrubie-C6H6-1g,LdLodzGdansk-C6H6-1g,LdLodzJanPaw-C6H6-1g,LdRadomsRoln-C6H6-1g,LuGorzKosGdy-C6H6-1g,LuMiedzyrMOB-C6H6-1g,LuWsKaziWiel-C6H6-1g,LuZarySzyman-C6H6-1g,LuZielKrotka-C6H6-1g,MpKrakAlKras-C6H6-1g,MpKrakBujaka-C6H6-1g,MpKrakBulwar-C6H6-1g,MpNoSaczNadb-C6H6-1g,MpOswiecBema-C6H6-1g,MpSkawOsOgro-C6H6-1g,MpTarRoSitko-C6H6-1g,MzBialaKmiciMOB-C6H6-1g,MzOtwoBrzozo-C6H6-1g,MzPlocKroJad-C6H6-1g,MzPlocMiReja-C6H6-1g,MzRadTochter-C6H6-1g,MzWarAlNiepo-C6H6-1g,OpKKozBSmial-C6H6-1g,OpKrap3MajaMOB-C6H6-1g,OpOpoleOsAKr-C6H6-1g,OpZdziePiast-C6H6-1g,PdBialAlPils-C6H6-1g,PkMielBierna-C6H6-1g,PkPrzemGrunw-C6H6-1g,PkRzeszRejta-C6H6-1g,PmGdaLeczkow-C6H6-1g,PmKosTargowa-C6H6-1g,PmSlupKniazi-C6H6-1g,SkKielTargow-C6H6-1g,SkKielWarsz1-C6H6-1g,SkStaraZlota-C6H6-1g,SlBielKossak-C6H6-1g,SlCzerKopaln-C6H6-1g,SlCzestoBacz-C6H6-1g,SlDabroTysia-C6H6-1g,SlGliwicMewy-C6H6-1g,SlGoczaUzdroMOB-C6H6-1g,SlLublSzymal-C6H6-1g,SlRybniBorki-C6H6-1g,SlZlotPotLes-C6H6-1g,SlZywieKoper-C6H6-1g,WmElbBazynsk-C6H6-1g,WmElkStadion-C6H6-1g,WmOlsPuszkin-C6H6-1g,WpKaliSawick-C6H6-1g,WpKoniWyszyn-C6H6-1g,WpKozieosLes-C6H6-1g,ZpSzczecPrze-C6H6-1g,ZpSzczPilsud-C6H6-1g
01/01/23 01:00,0.14732000000000001,1.2504999999999999,0.17393,0.33434999999999998,,0.6,0.3,0.7,2.1,1.1000000000000001,0.86,1.2649999999999999,1.02,0.67,0.56000000000000005,0.79,0.14849999999999999,,,0.124,0.20821000000000001,1.7175199999999999,0.20787,1.724,5.4825699999999999,2.93011,0.54498999999999997,1.10049,0.1,0.8,,0.6,0.8,0.5,0.85177999999999998,0.18998999999999999,1.2914699999999999,0.86609000000000003,0.4,,1.1898500000000001,1.6218300000000001,0.71702999999999995,0.22359999999999999,0.64505999999999997,,0.3,1.2,0.40661999999999998,1.6956,0.71675999999999995,0.97423999999999999,2.0539800000000001,2.9351099999999999,0.78803999999999996,1.1573199999999999,0.84465999999999997,0.69308999999999998,0.94957999999999998,1.7158500000000001,2.93343,0.1,,0.21687999999999999,0.58218999999999999,0.48303000000000001
01/01/23 02:00,0.12078,0.62424000000000002,0.15919,0.29169,,0.7,0.3,0.4,2.5,1,0.81,1.1499999999999999,0.92,1.41,0.54,0.67,0.20250000000000001,,,0.12,0.16688,1.7287399999999999,0.17662,2.4180000000000001,4.7965499999999999,3.70852,0.42992999999999998,1.1224400000000001,0,0.7,,0.5,0.6,0.6,0.83833999999999997,0.21078,1.1209199999999999,0.72031000000000001,0.33,,1.10669,1.40374,0.63917999999999997,0.18629000000000001,0.57347999999999999,,0.6,0.9,0.29970000000000002,1.82453,0.69443999999999995,0.88483999999999996,1.7319599999999999,1.96092,0.78102000000000005,1.03772,0.68118999999999996,0.61209000000000002,1.0309299999999999,1.39422,0.80464000000000002,0.14058000000000001,,0.25552999999999998,0.50241000000000002,0.51615
01/01/23 03:00,0.11809,0.51920999999999995,0.52612000000000003,0.21753,,0.6,0.2,0.5,5.0999999999999996,1,0.71,1.1499999999999999,0.96,0.75,0.56000000000000005,1.1000000000000001,0.216,,,0.12,0.13070999999999999,1.8325800000000001,0.17504,1.8680000000000001,3.65001,3.1332399999999998,0.37576999999999999,1.2004300000000001,0,0.6,,0.5,0.6,0.5,0.81688000000000005,0.15390000000000001,1.0190399999999999,0.73438000000000003,0.28000000000000003,,1.00976,1.22201,0.51380999999999999,0.13181999999999999,0.48060000000000003,,0.1,0.6,0.34560000000000002,1.4046700000000001,0.62370000000000003,0.85550000000000004,1.71702,1.23854,0.73943999999999999,1.0189900000000001,0.63599000000000006,0.55430999999999997,0.57889000000000002,1.3193600000000001,0.60580999999999996,0.11,,0.21296999999999999,0.43019000000000002,0.47502
01/01/23 04:00,0.12125,0.44429000000000002,0.23164999999999999,0.21293999999999999,,0.6,0.2,0.4,9.6999999999999993,0.8,0.73,1.0349999999999999,0.9,0.72,0.56999999999999995,1.03,0.20250000000000001,,,0.11600000000000001,0.10475,2.1310799999999999,0.18296000000000001,1.873,2.4565800000000002,2.16214,0.32619999999999999,1.21282,0.8,0.6,,0.4,0.4,0.4,0.71001999999999998,0.16200000000000001,1.0185900000000001,0.73933000000000004,0.25,,1.0863499999999999,1.0875600000000001,0.42930000000000001,0.11787,0.41849999999999998,,0,0.4,0.24543000000000001,1.4761899999999999,0.55871999999999999,0.97050000000000003,0.84167999999999998,1.2685999999999999,0.68957999999999997,1.0631699999999999,0.68337999999999999,0.56808000000000003,0.38608999999999999,1.2481899999999999,0.63376999999999994,0.18,,0.15404999999999999,0.39239000000000002,0.41678999999999999
01/01/23 05:00,0.12439,0.35072999999999999,8.7770000000000001E-2,0.14580000000000001,,0.5,0.2,0.4,3.2,0.7,0.76,1.0349999999999999,0.86,0.61,0.57999999999999996,0.56000000000000005,0.189,,,0.115,9.7430000000000003E-2,2.1887300000000001,0.17044999999999999,1.7430000000000001,1.8086800000000001,2.49892,0.28977999999999998,1.13266,1.9,0.7,,0.4,0.4,0.4,0.68815999999999999,0.16200000000000001,0.98960999999999999,0.64871999999999996,0.23,,1.00715,1.00525,0.41697000000000001,0.11698,0.39419999999999999,,0,0.3,0.20250000000000001,1.61731,0.60792000000000002,0.94699999999999995,0.86058000000000001,0.77344999999999997,,1.3540000000000001,0.63673000000000002,0.48492000000000002,0.39262000000000002,1.1241399999999999,0.58645000000000003,0.10192,,0.13167999999999999,0.41876999999999998,0.37629000000000001
01/01/23 06:00,0.17069999999999999,0.37664999999999998,0.57291999999999998,0.15390000000000001,,0.4,0.2,0.3,1.2,0.6,0.67,0.92,0.82,0.61,0.56000000000000005,0.54,0.24299999999999999,,,0.112,9.5140000000000002E-2,2.1965400000000002,0.33528999999999998,1.679,1.5461400000000001,2.5959400000000001,0.32374999999999998,1.2097899999999999,3.5,0.5,,0.4,0.4,0.4,0.62419999999999998,0.16200000000000001,0.95721000000000001,0.57977999999999996,0.22,,0.81301999999999996,0.99100999999999995,0.56159999999999999,0.10784000000000001,0.37259999999999999,,0,0.3,0.18629999999999999,2.3427699999999998,0.65591999999999995,0.95789000000000002,1.2711600000000001,1.1708499999999999,0.63990000000000002,1.5436099999999999,0.66490000000000005,0.59130000000000005,0.39848,1.0300800000000001,0.55793999999999999,9.9419999999999994E-2,,0.1203,0.39854000000000001,0.35639999999999999
01/01/23 07:00,0.11871,0.39555000000000001,0.66402000000000005,0.15390000000000001,,0.4,0.2,0.3,0.7,0.5,0.52,0.92,0.8,0.53,0.52,0.48,0.29699999999999999,,,0.11600000000000001,9.0509999999999993E-2,2.19252,0.57099,,1.3040700000000001,2.2303600000000001,0.35802,1.1020799999999999,3.8,0.4,,0.4,0.4,0.4,0.61546999999999996,0.15776999999999999,0.94101000000000001,0.57589000000000001,0.18,,0.93740000000000001,0.85009000000000001,0.40887000000000001,0.13239000000000001,0.35370000000000001,,0.2,0.3,0.29726999999999998,2.2465199999999999,0.59940000000000004,0.98711000000000004,0.68274000000000001,1.5362199999999999,0.67013999999999996,0.67988999999999999,0.68152999999999997,0.62963999999999998,0.37154999999999999,0.93201000000000001,0.52154999999999996,0.09,,0.10648000000000001,0.37003000000000003,0.3483
01/01/23 08:00,0.12836,0.45806000000000002,0.23291999999999999,0.13886999999999999,,0.4,0.2,0.3,0.5,0.6,0.5,0.92,0.78,0.52,0.49,0.45,0.35099999999999998,,,0.11,8.8289999999999993E-2,2.1446399999999999,0.63210999999999995,1.865,1.29958,1.89124,0.40178000000000003,1.2281200000000001,1.9,0.4,,0.3,0.4,0.3,0.64007000000000003,0.19863,0.94569000000000003,1.6789000000000001,0.18,,0.94496000000000002,0.87961999999999996,0.41732999999999998,0.11383,0.3483,,0.8,0.4,0.31590000000000001,1.4667300000000001,0.59940000000000004,1.0323599999999999,0.63251999999999997,1.31165,0.77058000000000004,0.55310999999999999,0.59604999999999997,0.48537000000000002,0.34837000000000001,0.88924000000000003,0.48848000000000003,0.17025000000000001,,,0.36665999999999999,0.37259999999999999
01/01/23 09:00,0.12995999999999999,0.65974999999999995,0.10362,0.14696999999999999,,0.3,0.2,0.3,0.4,0.6,0.52,0.92,0.77,0.55000000000000004,0.47,,0.45900000000000002,,,0.11700000000000001,0.11243,2.01437,0.38066,1.42,1.3064499999999999,1.2539499999999999,0.4844,1.11121,2.7,0.4,,0.2,0.3,0.3,0.67186999999999997,0.17046,,0.72441999999999995,0.16,,0.79186999999999996,0.85248000000000002,0.43353000000000003,0.10899,0.40679999999999999,,0.6,0.4,0.73304999999999998,1.2386999999999999,0.67032000000000003,0.77390000000000003,0.65825999999999996,1.1982200000000001,0.68381999999999998,0.53078999999999998,0.54064000000000001,0.40850999999999998,0.31968999999999997,0.87265000000000004,0.48402000000000001,0.10725,,,0.37586999999999998,0.40644000000000002
01/01/23 10:00,0.20935000000000001,0.67149000000000003,0.1137,0.13536000000000001,,0.4,0.2,0.6,0.4,0.6,0.56000000000000005,0.92,0.83,0.53,0.46,,0.378,,,0.11700000000000001,0.13336999999999999,1.82612,0.50773000000000001,1.0429999999999999,1.2601,1.23037,0.60343000000000002,1.1596,0.5,0.3,,0.4,0.4,0.3,0.75539999999999996,0.19403999999999999,0.89880000000000004,0.87812000000000001,0.15,,0.75892999999999999,0.85274000000000005,0.47403000000000001,0.19414999999999999,0.38879999999999998,,0.5,0.9,0.83511000000000002,1.5387200000000001,0.88541999999999998,0.68037999999999998,0.77688000000000001,1.3875500000000001,0.72216000000000002,0.48721999999999999,0.68576000000000004,0.53774999999999995,0.30715999999999999,0.89195000000000002,0.43292999999999998,0.13467000000000001,,,0.37952999999999998,0.46539000000000003
01/01/23 11:00,0.15337999999999999,0.74182999999999999,0.28695999999999999,0.12267,,0.4,0.3,0.4,0.4,0.6,0.67,0.92,0.8,0.71,0.45,,0.45900000000000002,,,0.125,0.16930999999999999,1.7069700000000001,0.57740999999999998,1.381,1.27346,1.4785900000000001,0.69155999999999995,1.22268,1.4,0.3,,0.4,0.4,0.3,0.71533999999999998,0.23526,0.96360000000000001,0.87195999999999996,0.13,,0.70277000000000001,0.83897999999999995,0.45746999999999999,0.32162000000000002,0.38069999999999998,,1.2,1,1.0457099999999999,1.2819199999999999,0.84204000000000001,0.57128999999999996,0.74519999999999997,1.6002700000000001,0.81576000000000004,0.45821000000000001,0.71750000000000003,0.58743000000000001,0.50929000000000002,0.79823,0.44523000000000001,0.17,,,0.37008000000000002,0.46611000000000002
01/01/23 12:00,0.12289,0.56699999999999995,0.33800999999999998,0.15273,,0.4,0.2,0.4,0.5,0.9,0.69,0.92,0.8,0.71,0.45,,0.6885,,,0.15,0.12959999999999999,1.64716,0.58394999999999997,1.1479999999999999,1.3197300000000001,1.51495,0.73041999999999996,1.1959299999999999,2.2999999999999998,0.2,,0.4,0.4,0.2,0.59950999999999999,0.18207000000000001,0.95082,0.76327999999999996,0.11,,,0.79542999999999997,0.49446000000000001,0.20998,0.39689999999999998,,0.7,0.6,0.62775000000000003,1.22618,0.75527999999999995,0.52881,0.64512000000000003,1.99295,0.74861999999999995,0.49353999999999998,1.01397,0.66842999999999997,0.40590999999999999,0.78388999999999998,0.43517,0.11342000000000001,,,0.39722000000000002,0.48599999999999999
01/01/23 01:00,0.12171999999999999,0.42701,0.43987999999999999,0.20709,,0.5,0.2,0.4,0.5,0.8,0.56000000000000005,0.92,0.81,0.75,0.43,,0.59399999999999997,,,0.184,0.15637999999999999,1.54295,0.53756000000000004,0.96299999999999997,1.1381300000000001,1.54681,0.71267000000000003,1.1875899999999999,2.6,0.3,,0.4,0.4,0.3,0.55417000000000005,0.24299999999999999,1.00068,0.65971000000000002,0.11,,0.90439999999999998,0.74285999999999996,0.66444000000000003,0.42859999999999998,0.40770000000000001,,1.9,0.7,1.2692699999999999,2.06881,0.71477999999999997,0.50072000000000005,0.61848000000000003,2.0826099999999999,0.6885,0.51927000000000001,0.89380000000000004,0.53720999999999997,0.45413999999999999,0.80522000000000005,0.45648,0.1,,,0.58238000000000001,0.51029999999999998
01/01/23 02:00,0.14338999999999999,0.52298999999999995,0.52646000000000004,0.22797000000000001,,0.7,0.3,0.5,0.5,0.7,0.57999999999999996,0.92,0.78,0.73,0.43,,0.51300000000000001,,,0.151,0.14974999999999999,1.4637500000000001,0.58621999999999996,0.999,1.1310899999999999,,0.75668000000000002,1.2400599999999999,3.5,0.3,,0.4,0.5,0.3,0.52102000000000004,0.27576000000000001,0.98150999999999999,0.60236999999999996,0.11,,0.73543999999999998,0.74204999999999999,0.55503000000000002,0.18246000000000001,0.42930000000000001,,1,0.7,0.62451000000000001,1.2630399999999999,0.81845999999999997,0.43651000000000001,0.57672000000000001,1.51681,0.62819999999999998,0.41420000000000001,0.85902999999999996,0.45846999999999999,0.42723,0.83333000000000002,0.58137000000000005,0.12775,,0.10442,3.0529500000000001,0.55962000000000001
01/01/23 03:00,0.19370999999999999,0.97119,0.60928000000000004,0.23372999999999999,,0.8,0.4,0.6,0.5,0.7,0.61,0.92,0.73,0.73,0.45,,0.45900000000000002,,,0.24399999999999999,0.16153000000000001,1.51772,0.66832000000000003,1.012,0.89934999999999998,1.3639300000000001,0.77185000000000004,1.26353,3.3,0.3,,0.5,0.6,0.4,0.49717,0.31274999999999997,0.97341,0.80315999999999999,0.17,,0.75578000000000001,0.74036999999999997,0.56276999999999999,0.13474,0.44819999999999999,,0.9,1.6,0.29160000000000003,0.57862999999999998,0.73475999999999997,0.45576,0.38879999999999998,1.15717,0.55313999999999997,0.36662,0.63365000000000005,0.56169000000000002,0.43948999999999999,0.82664000000000004,0.57609999999999995,0.10917,,0.11534999999999999,3.47146,0.58320000000000005
01/01/23 04:00,0.14516999999999999,0.86441000000000001,0.76954,0.31931999999999999,,0.8,0.5,0.7,0.6,0.9,0.75,0.92,0.86,0.81,0.45,,1.0125,,,0.55200000000000005,0.29216999999999999,1.59958,0.63993999999999995,1.3,0.94025999999999998,1.2204699999999999,0.96609999999999996,1.17781,3.6,0.4,,0.4,0.8,0.5,0.64576,0.38213999999999998,1.0390200000000001,0.62326000000000004,0.22,,0.56425999999999998,0.78671999999999997,0.56313000000000002,0.11094999999999999,0.4824,,0.9,1,0.28431000000000001,0.81057999999999997,0.70884000000000003,0.57389999999999997,0.48149999999999998,2.0797300000000001,0.78480000000000005,0.47223999999999999,0.71911999999999998,0.48708000000000001,0.59169000000000005,0.86121999999999999,0.58350000000000002,0.15758,,0.13285,4.4625399999999997,0.63324000000000003
01/01/23 05:00,0.15387999999999999,1.6308,0.95696999999999999,0.32517000000000001,,1,0.4,0.8,0.7,1.1000000000000001,0.93,1.0349999999999999,0.99,0.93,0.49,,0.22950000000000001,,,0.26700000000000002,1.28766,1.6242300000000001,0.91410000000000002,1.7,1.6212200000000001,1.3787799999999999,1.1312199999999999,1.1159699999999999,1.2,0.6,,0.5,0.9,0.6,0.90390000000000004,0.52649999999999997,1.3907400000000001,0.84977000000000003,0.2,,0.76892000000000005,0.80579999999999996,0.60785999999999996,0.13667000000000001,0.42120000000000002,,0.6,1.2,0.63990000000000002,1.90126,0.87497999999999998,0.66718,0.66852,2.9783300000000001,0.73926000000000003,0.62646000000000002,0.52124000000000004,0.67715999999999998,0.72685,0.85207999999999995,0.66795000000000004,0.1905,,0.20930000000000001,5.2719800000000001,0.70101000000000002
01/01/23 06:00,0.18437999999999999,2.4232499999999999,0.26158999999999999,0.38646000000000003,,1.1000000000000001,0.8,1.6,0.8,1.6,1.18,1.0349999999999999,1,1.01,0.56000000000000005,,0.378,,,0.57799999999999996,0.36146,1.6784399999999999,0.65020999999999995,1.5329999999999999,1.5390999999999999,1.58416,,1.20502,0.1,0.8,,0.5,1,0.6,0.73575000000000002,0.47610000000000002,1.6124099999999999,1.3565,0.2,,0.77378000000000002,0.93960999999999995,0.63180000000000003,,0.43469999999999998,,1,1.2,0.78327000000000002,2.1469,1.02474,0.92964000000000002,0.79218,2.8299699999999999,0.75924000000000003,0.79669000000000001,0.56337999999999999,1.1501999999999999,0.82769999999999999,0.77322999999999997,0.81464999999999999,0.19608,,0.26873000000000002,2.2286299999999999,0.70028999999999997
01/01/23 07:00,0.27195999999999998,1.7798400000000001,0.15792,0.38186999999999999,,1.1000000000000001,0.5,1.8,1.1000000000000001,1.2,1.47,1.0349999999999999,0.91,1.07,0.61,,0.108,,,0.71,1.4471799999999999,1.83799,1.4417899999999999,1.353,2.6663399999999999,2.2705000000000002,1.3864300000000001,1.2420199999999999,0.5,0.8,,0.6,1.1000000000000001,0.7,1.1383799999999999,0.53073000000000004,1.67001,1.2035499999999999,0.21,,0.71401999999999999,0.94801999999999997,0.72548999999999997,,0.47789999999999999,,2.2999999999999998,1.8,0.48032999999999998,1.97454,1.03284,0.76237999999999995,1.07874,2.78613,0.88758000000000004,1.4775,1.14686,1.7891999999999999,0.77383000000000002,0.77729000000000004,0.80464000000000002,0.15808,,0.33800999999999998,1.5595000000000001,0.65168999999999999
01/01/23 08:00,0.46681,1.97519,0.19983999999999999,0.35991000000000001,,1.1000000000000001,2,2.1,1.4,1.3,1.7,1.0349999999999999,0.97,1.31,0.65,,0.98550000000000004,,,1.323,2.4266700000000001,1.93031,1.99664,1.4370000000000001,5.7012299999999998,2.5893700000000002,2.76979,1.1153900000000001,0,2.6,,0.7,1,0.9,0.97509000000000001,0.37224000000000002,1.4760599999999999,1.13263,0.23,,0.76990999999999998,1.28955,1.0391999999999999,,0.48599999999999999,,2,1.9,1.09026,2.4901399999999998,1.0591200000000001,0.96901000000000004,1.1332800000000001,2.5857399999999999,0.91746000000000005,1.3837999999999999,1.0545100000000001,1.4518800000000001,1.04451,0.82747999999999999,1.0834999999999999,0.30558000000000002,,0.39357999999999999,0.75917999999999997,0.70245000000000002
01/01/23 09:00,0.44513000000000003,2.92747,0.28056999999999999,0.35288999999999998,,1,0.7,2.9,4.3,1.7,1.71,1.1499999999999999,0.87,1.51,0.69,,0.432,,,0.42899999999999999,0.88482000000000005,2.0560100000000001,2.2373599999999998,1.8580000000000001,5.9396199999999997,2.8260700000000001,2.4795799999999999,1.2281299999999999,0,3.7,,0.9,0.9,0.8,0.92456000000000005,0.27927000000000002,1.48542,0.83481000000000005,0.25,,0.81616999999999995,1.0945800000000001,0.69479999999999997,,0.54269999999999996,,2.5,2.7,1.33731,2.6428099999999999,0.99216000000000004,1.6226799999999999,1.15164,2.2063299999999999,0.73709999999999998,1.04359,0.75753999999999999,0.77193000000000001,0.87319999999999998,0.84455000000000002,0.89468999999999999,0.30891999999999997,,0.67979999999999996,0.82201999999999997,0.87111000000000005
01/01/23 10:00,0.34283999999999998,2.06793,0.43341000000000002,0.50444999999999995,,1.1000000000000001,0.8,2.2999999999999998,8.1,2,1.56,1.1499999999999999,0.89,1.47,0.73,,1.2150000000000001,,,0.33400000000000002,0.7601,2.1861700000000002,3.06819,1.623,5.1363200000000004,3.2508699999999999,3.12304,1.1624699999999999,0.4,1.1000000000000001,,0.9,0.9,0.9,0.72202999999999995,0.25884000000000001,1.3042499999999999,0.66730999999999996,0.26,,0.69962000000000002,0.78622000000000003,0.86004000000000003,,0.67769999999999997,,1.9,1.5,1.1331899999999999,1.97567,0.93942000000000003,3.1827000000000001,1.1628000000000001,2.4975000000000001,0.83538000000000001,0.99858000000000002,0.54408000000000001,2.9403899999999998,0.86765000000000003,0.88583000000000001,1.0367999999999999,0.24342,,1.00593,0.91102000000000005,0.78056999999999999
01/01/23 11:00,0.30454999999999999,1.8365400000000001,0.35893000000000003,0.68715000000000004,,1,2.7,2.1,3.1,2.2000000000000002,1.44,1.2649999999999999,0.82,1.32,0.79,,1.2555000000000001,,,0.247,0.55976000000000004,2.2738999999999998,2.3746200000000002,1.7789999999999999,5.5619100000000001,3.5955699999999999,2.3951199999999999,1.21085,0.4,1.3,,0.9,1.1000000000000001,0.8,0.58123000000000002,0.18629999999999999,1.17123,0.58465,0.25,,0.74587999999999999,0.73131999999999997,1.39185,,1.0980000000000001,,1.8,1.6,1.0214099999999999,2.9277799999999998,0.87065999999999999,2.5445799999999998,1.1836800000000001,2.2804600000000002,0.66761999999999999,0.80932999999999999,0.62148999999999999,4.7111400000000003,1.19289,0.93655999999999995,1.2358,0.24057999999999999,,1.21204,0.67486999999999997,0.75843000000000005
01/02/23 12:00,0.43465999999999999,2.0162300000000002,0.26946999999999999,0.68057999999999996,,1,1.4,1.7,2.1,2.2999999999999998,1.28,1.2649999999999999,0.78,1.17,0.84,,1.2689999999999999,,,0.26200000000000001,0.46472999999999998,2.3810600000000002,2.39689,1.766,5.0857900000000003,4.0549299999999997,2.2324600000000001,1.0904400000000001,0.4,1.7,,0.8,1.1000000000000001,0.8,0.54315000000000002,0.18593999999999999,1.07403,0.54986999999999997,0.25,,0.69674000000000003,0.66744999999999999,1.48689,,1.5039,,1.6,1.1000000000000001,1.00359,1.8329800000000001,0.70038,2.46692,2.24424,2.0823399999999999,0.44081999999999999,0.77808999999999995,0.60226000000000002,4.5839699999999999,1.26708,1.1513,1.16493,0.22850000000000001,,1.3173299999999999,0.62619999999999998,0.88802999999999999
01/02/23 01:00,0.44124999999999998,2.0455199999999998,0.21423,0.77625,,1.1000000000000001,1.4,1.4,1.5,2.2000000000000002,1.1200000000000001,1.1499999999999999,0.73,1.1299999999999999,0.88,,0.75600000000000001,,,0.29699999999999999,0.39367000000000002,2.4716800000000001,2.1731099999999999,,4.5074300000000003,3.6433599999999999,1.7595000000000001,1.0110300000000001,0.4,1.1000000000000001,,0.9,1.1000000000000001,0.8,0.65513999999999994,0.19017000000000001,0.99131999999999998,0.41926000000000002,0.24,,0.73436000000000001,0.55323,1.6126199999999999,,1.3472999999999999,,2.2000000000000002,1.4,0.97362000000000004,1.48238,0.58518000000000003,3.6584099999999999,1.8030600000000001,2.54128,0.42354000000000003,1.28817,0.60645000000000004,3.6413099999999998,1.2485900000000001,1.43127,1.2740899999999999,0.314,,1.2278,1.85301,0.87336000000000003
01/02/23 02:00,0.38339000000000001,2.0999300000000001,0.19642000000000001,0.73485,,1.1000000000000001,1.1000000000000001,1.1000000000000001,1.4,2,1.06,1.1499999999999999,0.72,1.08,0.91,,0.216,,,0.28499999999999998,0.31657000000000002,2.5515300000000001,1.72296,2.0249999999999999,3.4527999999999999,4.1001099999999999,1.6698999999999999,0.88073000000000001,0.5,1.1000000000000001,,1,0.9,0.7,0.45495000000000002,0.20107,0.85065000000000002,0.36099999999999999,0.25,,0.63563000000000003,0.51207000000000003,1.7858700000000001,,1.08,,1.7,1.8,0.77598,1.4290400000000001,0.58931999999999995,3.1203400000000001,1.16856,3.2344400000000002,,1.1345099999999999,0.76136999999999999,3.4023599999999998,1.4682500000000001,1.35728,1.3948700000000001,0.30867,,1.06453,0.85867000000000004,0.79308000000000001
